prefix,AB_ICMPv4,AB_TCPv4,AB_DNSv4,GCD_ICMPv4,GCD_TCPv4,partial,backing_prefix,ASN,locations,is_hrp,number_of_active_ips,ip_utilization,clean_locations,scope,continent,country
103.245.216.0/24,2,2,0,4,1,False,103.245.216.0/24,24516,"[{'city': 'Perth', 'country_code': 'AU', 'id': 'PER', 'lat': -31.9403, 'lon': 115.967}
 {'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}
 {'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}
 {'city': 'Adelaide', 'country_code': 'AU', 'id': 'ADL', 'lat': -34.945, 'lon': 138.531}]",False,19,0.07421875,"[{'city': 'Perth', 'country_code': 'AU', 'id': 'PER', 'lat': -31.9403, 'lon': 115.967}, {'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}, {'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}, {'city': 'Adelaide', 'country_code': 'AU', 'id': 'ADL', 'lat': -34.945, 'lon': 138.531}]",National,OC,AU
103.245.217.0/24,2,2,0,4,1,False,103.245.217.0/24,24516,"[{'city': 'Perth', 'country_code': 'AU', 'id': 'PER', 'lat': -31.9403, 'lon': 115.967}
 {'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}
 {'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}
 {'city': 'Adelaide', 'country_code': 'AU', 'id': 'ADL', 'lat': -34.945, 'lon': 138.531}]",False,16,0.0625,"[{'city': 'Perth', 'country_code': 'AU', 'id': 'PER', 'lat': -31.9403, 'lon': 115.967}, {'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}, {'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}, {'city': 'Adelaide', 'country_code': 'AU', 'id': 'ADL', 'lat': -34.945, 'lon': 138.531}]",National,OC,AU
103.245.219.0/24,2,2,0,4,1,False,103.245.219.0/24,24516,"[{'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}
 {'city': 'Perth', 'country_code': 'AU', 'id': 'PER', 'lat': -31.9403, 'lon': 115.967}
 {'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}
 {'city': 'Adelaide', 'country_code': 'AU', 'id': 'ADL', 'lat': -34.945, 'lon': 138.531}]",False,20,0.078125,"[{'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}, {'city': 'Perth', 'country_code': 'AU', 'id': 'PER', 'lat': -31.9403, 'lon': 115.967}, {'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}, {'city': 'Adelaide', 'country_code': 'AU', 'id': 'ADL', 'lat': -34.945, 'lon': 138.531}]",National,OC,AU
103.250.6.0/24,1,1,1,2,1,False,103.250.6.0/24,132825,"[{'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}
 {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}]",True,255,0.99609375,"[{'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}, {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}]",Continental,AS,
103.255.194.0/24,2,2,0,4,1,False,103.255.194.0/23,152105,"[{'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}
 {'city': 'Perth', 'country_code': 'AU', 'id': 'PER', 'lat': -31.9403, 'lon': 115.967}
 {'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}
 {'city': 'Adelaide', 'country_code': 'AU', 'id': 'ADL', 'lat': -34.945, 'lon': 138.531}]",False,7,0.02734375,"[{'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}, {'city': 'Perth', 'country_code': 'AU', 'id': 'PER', 'lat': -31.9403, 'lon': 115.967}, {'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}, {'city': 'Adelaide', 'country_code': 'AU', 'id': 'ADL', 'lat': -34.945, 'lon': 138.531}]",National,OC,AU
103.29.174.0/24,2,1,0,2,0,False,103.29.174.0/23,58511,"[{'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}
 {'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}]",False,2,0.0078125,"[{'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}, {'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}]",National,OC,AU
103.31.4.0/24,4,0,4,5,1,False,103.31.4.0/24,13335,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}
 {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}
 {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}, {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}, {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",National,NA,US
103.35.126.0/24,3,0,0,3,0,False,103.35.126.0/24,63399,"[{'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",False,0,0.0,"[{'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",National,NA,US
103.52.117.0/24,1,1,1,2,1,False,103.52.117.0/24,63956,"[{'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}
 {'city': 'Perth', 'country_code': 'AU', 'id': 'PER', 'lat': -31.9403, 'lon': 115.967}]",False,13,0.05078125,"[{'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}, {'city': 'Perth', 'country_code': 'AU', 'id': 'PER', 'lat': -31.9403, 'lon': 115.967}]",National,OC,AU
103.66.132.0/24,1,1,0,2,0,False,103.66.132.0/23,9507,"[{'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}
 {'city': 'Perth', 'country_code': 'AU', 'id': 'PER', 'lat': -31.9403, 'lon': 115.967}]",False,18,0.0703125,"[{'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}, {'city': 'Perth', 'country_code': 'AU', 'id': 'PER', 'lat': -31.9403, 'lon': 115.967}]",National,OC,AU
103.73.222.0/24,2,2,1,3,1,False,103.73.222.0/24,30081,"[{'city': None, 'country_code': None, 'id': 'NoCity', 'lat': 22.36, 'lon': 114.12}
 {'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}
 {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}]",True,253,0.98828125,"[{'city': None, 'country_code': None, 'id': 'NoCity', 'lat': 22.36, 'lon': 114.12}, {'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}, {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}]",Continental,AS,
103.74.240.0/24,2,0,0,2,0,False,103.74.240.0/24,63922,"[{'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}
 {'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}]",False,0,0.0,"[{'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}, {'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}]",National,OC,AU
103.74.241.0/24,2,0,0,2,0,False,103.74.240.0/22,132908,"[{'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}
 {'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}]",False,0,0.0,"[{'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}, {'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}]",National,OC,AU
103.97.55.0/24,2,2,2,3,1,False,103.97.55.0/24,63956,"[{'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}
 {'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}
 {'city': 'Perth', 'country_code': 'AU', 'id': 'PER', 'lat': -31.9403, 'lon': 115.967}]",False,7,0.02734375,"[{'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}, {'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}, {'city': 'Perth', 'country_code': 'AU', 'id': 'PER', 'lat': -31.9403, 'lon': 115.967}]",National,OC,AU
104.109.12.0/24,6,6,0,9,3,False,104.109.12.0/24,33905,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}
 {'city': 'Osaka', 'country_code': 'JP', 'id': 'ITM', 'lat': 34.7855, 'lon': 135.438}
 {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}
 {'city': 'Mumbai', 'country_code': 'IN', 'id': 'BOM', 'lat': 19.0887, 'lon': 72.8679}
 {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}
 {'city': 'Seoul', 'country_code': 'KR', 'id': 'GMP', 'lat': 37.5583, 'lon': 126.791}
 {'city': 'Bangkok', 'country_code': 'TH', 'id': 'DMK', 'lat': 13.9126, 'lon': 100.607}
 {'city': 'Delhi', 'country_code': 'IN', 'id': 'DELHI', 'lat': 28.607004, 'lon': 77.21405}
 {'city': 'Taipei', 'country_code': 'TW', 'id': 'TAI', 'lat': 25.0777, 'lon': 121.233}]",False,113,0.44140625,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}, {'city': 'Osaka', 'country_code': 'JP', 'id': 'ITM', 'lat': 34.7855, 'lon': 135.438}, {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}, {'city': 'Mumbai', 'country_code': 'IN', 'id': 'BOM', 'lat': 19.0887, 'lon': 72.8679}, {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}, {'city': 'Seoul', 'country_code': 'KR', 'id': 'GMP', 'lat': 37.5583, 'lon': 126.791}, {'city': 'Bangkok', 'country_code': 'TH', 'id': 'DMK', 'lat': 13.9126, 'lon': 100.607}, {'city': 'Delhi', 'country_code': 'IN', 'id': 'DELHI', 'lat': 28.607004, 'lon': 77.21405}, {'city': 'Taipei', 'country_code': 'TW', 'id': 'TAI', 'lat': 25.0777, 'lon': 121.233}]",Continental,AS,
104.142.251.0/24,2,0,0,2,0,False,104.142.251.0/24,33353,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}
 {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",False,10,0.0390625,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}, {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",Continental,EU,
104.153.238.0/24,2,0,0,2,0,False,104.153.238.0/24,40401,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'Roanoke', 'country_code': 'US', 'id': 'ROA', 'lat': 37.3255, 'lon': -79.9754}]",False,217,0.84765625,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'Roanoke', 'country_code': 'US', 'id': 'ROA', 'lat': 37.3255, 'lon': -79.9754}]",National,NA,US
104.225.43.0/24,3,0,3,6,0,False,104.225.43.0/24,63911,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}
 {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}]",False,4,0.015625,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}, {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}]",National,NA,US
104.225.45.0/24,3,0,3,3,0,False,104.225.45.0/24,63911,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}]",False,4,0.015625,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}]",National,NA,US
104.234.166.0/24,2,0,0,2,0,False,104.234.166.0/24,19437,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'Roanoke', 'country_code': 'US', 'id': 'ROA', 'lat': 37.3255, 'lon': -79.9754}]",False,0,0.0,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'Roanoke', 'country_code': 'US', 'id': 'ROA', 'lat': 37.3255, 'lon': -79.9754}]",National,NA,US
104.244.41.0/24,1,0,0,2,0,False,104.244.41.0/24,13414,"[{'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",False,0,0.0,"[{'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",Continental,NA,
104.244.42.0/24,1,0,0,2,0,False,104.244.42.0/24,13414,"[{'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",False,0,0.0,"[{'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",Continental,NA,
104.244.45.0/24,1,0,0,2,0,False,104.244.45.0/24,13414,"[{'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",False,0,0.0,"[{'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",Continental,NA,
104.36.198.0/24,2,0,0,2,0,False,104.36.198.0/24,63086,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Philadelphia', 'country_code': 'US', 'id': 'PHL', 'lat': 39.8719, 'lon': -75.2411}]",False,0,0.0,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Philadelphia', 'country_code': 'US', 'id': 'PHL', 'lat': 39.8719, 'lon': -75.2411}]",National,NA,US
104.94.222.0/24,7,8,0,10,2,False,104.94.222.0/24,33905,"[{'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}
 {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}
 {'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}
 {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}
 {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Roanoke', 'country_code': 'US', 'id': 'ROA', 'lat': 37.3255, 'lon': -79.9754}
 {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",False,88,0.34375,"[{'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}, {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}, {'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}, {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}, {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Roanoke', 'country_code': 'US', 'id': 'ROA', 'lat': 37.3255, 'lon': -79.9754}, {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",National,NA,US
104.94.223.0/24,7,9,0,9,2,False,104.94.223.0/24,33905,"[{'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}
 {'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}
 {'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}
 {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}
 {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}
 {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}]",False,100,0.390625,"[{'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}, {'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}, {'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}, {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}, {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}, {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}]",National,NA,US
104.96.176.0/24,6,6,0,8,2,False,104.96.176.0/24,33905,"[{'city': None, 'country_code': None, 'id': 'NoCity', 'lat': 1.32, 'lon': 103.7}
 {'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}
 {'city': 'Mumbai', 'country_code': 'IN', 'id': 'BOM', 'lat': 19.0887, 'lon': 72.8679}
 {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}
 {'city': 'Seoul', 'country_code': 'KR', 'id': 'GMP', 'lat': 37.5583, 'lon': 126.791}
 {'city': 'Bangkok', 'country_code': 'TH', 'id': 'DMK', 'lat': 13.9126, 'lon': 100.607}
 {'city': 'Delhi', 'country_code': 'IN', 'id': 'DELHI', 'lat': 28.607004, 'lon': 77.21405}
 {'city': 'Taipei', 'country_code': 'TW', 'id': 'TAI', 'lat': 25.0777, 'lon': 121.233}]",False,98,0.3828125,"[{'city': None, 'country_code': None, 'id': 'NoCity', 'lat': 1.32, 'lon': 103.7}, {'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}, {'city': 'Mumbai', 'country_code': 'IN', 'id': 'BOM', 'lat': 19.0887, 'lon': 72.8679}, {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}, {'city': 'Seoul', 'country_code': 'KR', 'id': 'GMP', 'lat': 37.5583, 'lon': 126.791}, {'city': 'Bangkok', 'country_code': 'TH', 'id': 'DMK', 'lat': 13.9126, 'lon': 100.607}, {'city': 'Delhi', 'country_code': 'IN', 'id': 'DELHI', 'lat': 28.607004, 'lon': 77.21405}, {'city': 'Taipei', 'country_code': 'TW', 'id': 'TAI', 'lat': 25.0777, 'lon': 121.233}]",Continental,AS,
104.96.177.0/24,7,7,0,9,3,False,104.96.177.0/24,33905,"[{'city': 'Mumbai', 'country_code': 'IN', 'id': 'BOM', 'lat': 19.0887, 'lon': 72.8679}
 {'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}
 {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}
 {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}
 {'city': 'Seoul', 'country_code': 'KR', 'id': 'GMP', 'lat': 37.5583, 'lon': 126.791}
 {'city': 'Bangkok', 'country_code': 'TH', 'id': 'DMK', 'lat': 13.9126, 'lon': 100.607}
 {'city': 'Taipei', 'country_code': 'TW', 'id': 'TAI', 'lat': 25.0777, 'lon': 121.233}
 {'city': 'Delhi', 'country_code': 'IN', 'id': 'DELHI', 'lat': 28.607004, 'lon': 77.21405}
 {'city': 'Bangalore', 'country_code': 'IN', 'id': 'BLR', 'lat': 13.1979, 'lon': 77.7063}]",False,101,0.39453125,"[{'city': 'Mumbai', 'country_code': 'IN', 'id': 'BOM', 'lat': 19.0887, 'lon': 72.8679}, {'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}, {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}, {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}, {'city': 'Seoul', 'country_code': 'KR', 'id': 'GMP', 'lat': 37.5583, 'lon': 126.791}, {'city': 'Bangkok', 'country_code': 'TH', 'id': 'DMK', 'lat': 13.9126, 'lon': 100.607}, {'city': 'Taipei', 'country_code': 'TW', 'id': 'TAI', 'lat': 25.0777, 'lon': 121.233}, {'city': 'Delhi', 'country_code': 'IN', 'id': 'DELHI', 'lat': 28.607004, 'lon': 77.21405}, {'city': 'Bangalore', 'country_code': 'IN', 'id': 'BLR', 'lat': 13.1979, 'lon': 77.7063}]",Continental,AS,
104.96.178.0/24,2,2,0,2,1,False,104.96.178.0/24,33905,"[{'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}
 {'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}]",False,97,0.37890625,"[{'city': 'Sydney', 'country_code': 'AU', 'id': 'SYD', 'lat': -33.9461, 'lon': 151.177}, {'city': 'Melbourne', 'country_code': 'AU', 'id': 'MEL', 'lat': -37.6733, 'lon': 144.843}]",National,OC,AU
